368.6115136,698.8609987
107.8630406,921.8383338
4.946477711,341.2956677
437.7519221,977.0754706
160.4179386,641.4603
44.81391259,108.6239561
680.6803232,304.7526767
494.515022,261.3670875
676.6451709,737.8069982
891.6969006,179.0316573
922.1586331,904.1474457
656.8861674,933.9642108
265.2803832,84.31438031
669.576403,592.9889933
781.6515309,470.1732623
252.0272275,587.3598701
221.5388855,919.3328426
100.3689284,732.2941157
424.0933897,887.3080378
417.6600869,918.2943134
264.7129493,833.167606
827.3881923,102.5067554
254.0697122,568.3703132
132.003769,705.9743917
740.5852256,994.3341911
897.5416988,85.66716104
79.43242695,302.0581147
811.505873,465.5278032
125.2422216,437.1816735
879.2111694,435.5647967
767.3364123,98.61341817
997.8452914,917.7731238
900.907831,987.3631021
450.0863981,237.8153128
549.6755759,940.894563
821.4458101,879.1543934
845.6281945,658.3642936
102.9723352,129.2959268
84.969213,666.6855605
477.2258764,12.48332579
653.3779607,695.2665597
803.0802908,594.6928537
116.823616,283.6163824
584.4847935,229.7349728
949.9265575,447.3933328
921.1262988,297.8133939
45.19155645,680.4748124
453.2397254,799.0307428
917.7210417,218.1422373
415.5008115,44.91218016
555.0808564,660.4607385
917.8815726,316.2804518
281.7491591,902.3933066
343.8881843,739.5070959
887.7038793,312.6757122
401.2265664,743.615099
395.2645303,261.9255239
104.9119751,289.9563573
920.4187309,358.3217305
511.884304,676.3597359
952.3746911,253.469801
0.946265412,451.6078136
263.3430278,817.9692328
745.776128,546.8197598
151.6108098,640.131589
714.9750495,482.1804727
876.924711,903.3193579
169.5448442,496.9634356
974.8825284,608.040151
856.7975601,542.4302283
393.3608853,655.7850039
716.2338849,559.1919604
339.2054557,602.5508298
93.85072417,28.54249021
938.8189707,244.0434555
724.8795531,95.19046685
668.8694637,73.09833402
776.8864047,750.3778765
350.7381689,655.7711449
192.2675373,293.6982943
117.2274998,239.9740873
677.1700853,351.2472301
45.67652894,338.9137422
510.2105762,418.5939541
612.3087187,981.4440019
883.0173779,875.0177757
952.9757283,670.9560147
92.8585378,760.5293223
926.4539657,485.490361
68.02899088,504.7976256
733.2277494,848.0290591
229.4772107,631.9179025
147.6820079,6.099285558
82.80221582,411.9806045
808.0022808,436.4478681
919.2680658,347.9475921
50.78868358,977.2425205
561.9254096,42.62820701
423.772715,909.4312184
363.6057442,539.5234481
627.8536457,300.2401791
87.30553766,956.1838913
725.4782293,958.7290224
954.9551515,732.2849934
756.181245,849.0365057
80.58278519,496.399109
912.4487278,381.8473909
83.39115046,321.1941414
527.4334108,648.0850875
714.3503306,982.8857935
469.3890845,924.6160032
84.87507445,797.2919105
192.6428499,467.2845914
808.3045008,376.8136017
181.8896001,546.023841
77.30875327,46.52983812
946.3928468,988.0121853
149.2012292,336.3440149
720.7910575,326.41263
714.3870632,869.1197119
792.048791,356.4429211
17.20820391,264.1614454
753.3891399,857.2880663
853.8125665,520.0629074
264.0925813,81.1911237
416.5800551,897.0978456
932.5085513,565.1897984
628.7439163,315.6199404
699.6543023,940.4923897
265.3028504,295.2160041
810.8618325,125.7035404
61.71123637,971.3649461
566.3527048,411.9942365
176.0751165,626.8634251
423.8835154,327.0362623
714.8364973,94.59050186
582.8305602,576.1055364
750.8962725,844.4868685
59.33426949,605.5504747
432.0578235,770.6305629
20.59671213,348.2830946
282.8307885,777.5035489
519.4533698,229.284629
194.4225272,140.3977103
